Timestamp,Active Power-Avg MFM-OUT (KW),AC_Active Output Power (KW) LCR1:INV1,DC_Power (KW) LCR1:INV1,AC_Active Output Power (KW) LCR1:INV2,DC_Power (KW) LCR1:INV2,AC_Active Output Power (KW) MCR:INV5,DC_Power (KW) MCR:INV5,AC_Active Output Power (KW) LCR2:INV3,DC_Power (KW) LCR2:INV3,AC_Active Output Power (KW) LCR2:INV4,DC_Power (KW) LCR2:INV4,Module Temperature (C),Ambient Temperature (C),POA (W/m2),GHI_W (W/m2),Plant CUF,Temp Co PR
20-08-2026 00:15,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,24.89,26.38,0.15,0.13,0.0,0.0
20-08-2026 00:30,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,24.81,26.41,0.13,0.12,0.0,0.0
20-08-2026 00:45,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,24.76,26.26,0.14,0.12,0.0,0.0
20-08-2026 01:00,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,24.74,26.09,0.15,0.14,0.0,0.0
20-08-2026 01:15,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,24.55,26.13,0.16,0.13,0.0,0.0
20-08-2026 01:30,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,24.55,26.18,0.17,0.13,0.0,0.0
20-08-2026 01:45,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,24.42,26.04,0.17,0.14,0.0,0.0
20-08-2026 02:00,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,24.21,26.24,0.14,0.13,0.0,0.0
20-08-2026 02:15,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,24.04,26.06,0.13,0.1,0.0,0.0
20-08-2026 02:30,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,24.38,25.97,0.17,0.13,0.0,0.0
20-08-2026 02:45,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,24.28,25.91,0.16,0.12,0.0,0.0
20-08-2026 03:00,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,23.9,25.99,0.15,0.12,0.0,0.0
20-08-2026 03:15,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,23.72,26.0,0.17,0.13,0.0,0.0
20-08-2026 03:30,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,23.78,25.79,0.15,0.12,0.0,0.0
20-08-2026 03:45,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,23.19,25.71,0.17,0.11,0.0,0.0
20-08-2026 04:00,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,23.13,25.78,0.15,0.1,0.0,0.0
20-08-2026 04:15,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,23.33,25.79,0.2,0.13,0.0,0.0
20-08-2026 04:30,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,23.44,25.58,0.17,0.13,0.0,0.0
20-08-2026 04:45,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,23.26,25.55,0.16,0.12,0.0,0.0
20-08-2026 05:00,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,23.83,26.04,0.17,0.13,0.0,0.0
20-08-2026 05:15,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,23.87,26.1,0.16,0.12,0.0,0.0
20-08-2026 05:30,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,24.01,26.24,0.17,0.13,0.0,0.0
20-08-2026 05:45,0.0,0.0,0.0,0.0,0.0,122.66,125.11,0.0,0.0,0.0,0.0,23.95,26.43,0.16,0.12,0.0,0.0
20-08-2026 06:00,0.0,0.0,0.0,0.0,0.0,122.66,125.11,2.81,2.91,3.16,3.29,23.7,26.02,1.12,0.64,0.0,0.0
20-08-2026 06:15,73.2,0.0,0.0,0.0,0.0,122.66,125.11,28.46,29.56,29.37,30.5,23.54,26.07,11.01,9.77,0.0,39.94
20-08-2026 06:30,360.6,0.0,0.0,0.0,0.0,122.66,125.11,80.21,81.83,81.81,83.35,23.97,26.25,29.53,28.2,0.0,73.49
20-08-2026 06:45,769.2,207.74,210.59,210.23,213.12,122.66,125.11,167.48,169.84,168.54,170.92,24.59,26.24,58.43,58.98,0.0,79.41
20-08-2026 07:00,1422.0,267.39,271.07,293.66,297.69,122.66,125.11,288.22,292.29,297.12,301.23,25.41,26.68,107.12,113.09,0.25,80.34
20-08-2026 07:15,2046.0,405.04,410.68,416.14,421.85,122.66,125.11,419.32,425.09,424.09,429.89,26.92,26.92,151.37,161.73,0.25,82.3
20-08-2026 07:30,2833.8,560.0,566.75,577.34,584.27,122.66,125.11,576.37,583.26,584.47,591.42,28.5,27.26,206.21,220.19,0.5,84.21
20-08-2026 07:45,3605.4,706.01,714.36,739.41,748.17,122.66,125.11,733.9,742.59,740.5,749.27,31.02,27.61,257.86,273.97,0.75,86.56
20-08-2026 08:00,4399.8,878.64,889.12,901.06,911.81,122.66,125.11,890.68,901.31,896.4,907.09,33.99,28.1,311.56,328.61,1.0,88.51
20-08-2026 08:15,5253.6,1055.23,1068.42,1066.48,1079.81,122.66,125.11,1062.05,1075.3,1072.23,1085.67,35.62,28.7,369.88,387.59,1.5,89.62
20-08-2026 08:30,6073.07,1194.56,1209.69,1208.79,1224.11,122.66,125.11,1181.52,1196.46,1207.7,1223.11,37.27,28.91,431.87,447.68,1.75,89.35
20-08-2026 08:45,5987.4,1313.28,1329.93,1257.87,1273.76,122.66,125.11,1302.48,1319.1,1177.25,1192.01,37.41,29.06,372.32,381.55,2.25,102.24
20-08-2026 09:00,4674.0,899.03,909.88,916.65,927.77,122.66,125.11,918.16,929.28,940.25,951.66,35.32,29.15,329.04,334.32,2.5,89.52
20-08-2026 09:15,5492.4,1046.5,1059.41,1100.46,1114.31,122.66,125.11,1088.64,1102.15,1172.13,1187.1,37.15,29.6,419.17,424.25,3.0,83.21
20-08-2026 09:30,5392.2,1004.47,1016.77,1041.24,1054.06,122.66,125.11,1050.57,1063.56,1117.16,1131.14,38.3,29.84,433.64,437.59,3.25,79.35
20-08-2026 09:45,6817.8,1351.1,1368.84,1402.11,1420.53,122.66,125.11,1343.06,1360.31,1443.8,1462.8,39.07,29.98,488.19,493.25,3.75,89.41
20-08-2026 10:00,6278.4,1230.79,1246.5,1266.53,1282.69,122.66,125.11,1255.72,1271.75,1293.32,1309.82,39.76,30.21,474.59,477.57,4.25,84.95
20-08-2026 10:15,7478.36,1455.49,1474.64,1506.78,1526.98,122.66,125.11,1549.85,1571.07,1693.36,1717.77,40.32,30.64,596.97,598.3,4.75,80.63
20-08-2026 10:30,7546.5,1531.46,1552.48,1583.82,1606.09,122.66,125.11,1446.62,1466.28,1590.02,1612.52,45.02,31.14,718.41,716.42,5.25,68.99
20-08-2026 10:45,6237.6,1315.34,1332.71,1292.97,1310.09,122.66,125.11,1313.67,1331.25,1274.8,1291.44,42.89,31.0,447.8,444.98,5.75,90.65
20-08-2026 11:00,8526.0,1771.64,1797.92,1825.82,1853.45,122.66,125.11,1755.5,1781.72,1722.37,1747.38,43.07,31.37,638.26,635.31,6.25,87.0
20-08-2026 11:15,9519.0,2099.66,2132.31,2164.49,2198.54,122.66,125.11,2181.98,2216.41,1930.42,1959.51,44.38,31.53,686.32,681.11,7.0,90.84
20-08-2026 11:30,11077.2,2346.01,2383.67,2459.13,2498.65,122.66,125.11,2273.71,2309.85,2464.99,2504.51,51.5,32.0,995.79,986.96,7.75,75.18
20-08-2026 11:45,4359.0,847.01,857.09,860.46,870.69,122.66,125.11,863.53,873.83,902.27,913.07,46.5,31.6,335.15,336.79,8.0,85.97
20-08-2026 12:00,6832.2,1408.11,1427.15,1445.82,1465.59,122.66,125.11,1475.46,1495.99,1476.62,1497.15,40.36,30.92,460.19,453.3,8.5,95.57
20-08-2026 12:15,7668.64,1595.38,1618.15,1701.8,1726.71,122.66,125.11,1515.75,1537.18,1621.6,1645.11,45.56,31.56,675.28,670.37,9.0,74.76
20-08-2026 12:30,3383.4,655.86,663.62,666.5,674.38,122.66,125.11,670.82,678.75,699.65,707.93,39.54,31.13,243.82,243.9,9.25,89.02
20-08-2026 12:45,3867.0,769.84,778.96,788.38,797.74,122.66,125.11,785.9,795.23,802.52,812.05,36.5,30.35,256.3,254.96,9.5,95.55
20-08-2026 13:00,4866.0,978.58,990.38,997.58,1009.61,122.66,125.11,992.4,1004.43,1009.26,1021.49,36.87,30.46,324.07,319.58,10.0,95.25
20-08-2026 13:15,7841.4,1729.2,1754.55,1692.57,1717.36,122.66,125.11,1666.13,1690.34,1748.37,1773.99,39.36,30.61,595.89,583.67,10.5,84.35
20-08-2026 13:30,8188.8,1605.24,1628.04,1685.59,1709.65,122.66,125.11,1644.35,1667.98,1697.34,1722.17,44.89,31.07,641.76,625.9,11.0,83.76
20-08-2026 13:45,9041.14,1936.42,1966.64,1966.78,1997.36,122.66,125.11,1948.25,1978.51,1960.16,1990.29,45.76,31.08,710.22,700.01,11.5,83.88
20-08-2026 14:00,9108.6,1835.51,1863.45,2000.64,2031.35,122.66,125.11,1807.28,1834.66,1956.2,1986.21,51.85,31.89,877.19,859.43,12.25,70.29
20-08-2026 14:15,6103.8,1240.46,1256.52,1262.56,1278.91,122.66,125.11,1276.5,1293.27,1279.28,1295.86,44.87,31.09,440.09,432.75,12.75,91.03
20-08-2026 14:30,9180.6,1890.55,1919.6,1932.83,1962.57,122.66,125.11,1931.86,1961.78,1978.65,2009.24,44.89,31.72,687.64,675.07,13.25,87.64
20-08-2026 14:45,10018.2,2138.67,2172.52,2170.88,2205.47,122.66,125.11,2192.46,2227.63,2202.79,2237.99,47.35,32.22,779.09,751.68,14.0,85.32
20-08-2026 15:00,9206.4,1911.63,1940.4,1913.92,1943.08,122.66,125.11,1837.44,1864.56,2014.25,2045.44,49.75,32.62,827.81,794.71,14.5,74.58
20-08-2026 15:15,7431.0,1393.46,1412.84,1412.46,1432.14,122.66,125.11,1513.09,1534.59,1653.1,1677.06,50.75,33.14,772.89,742.3,15.25,64.76
20-08-2026 15:30,5743.38,1135.92,1150.74,1185.41,1200.8,122.66,125.11,1166.67,1182.0,1232.98,1248.66,45.9,32.56,486.35,465.29,15.5,77.86
20-08-2026 15:45,7718.14,1592.14,1615.04,1567.52,1590.35,122.66,125.11,1583.03,1605.22,1601.57,1624.61,43.78,32.39,599.39,568.71,16.0,84.12
20-08-2026 16:00,6423.6,1329.76,1346.63,1321.71,1338.82,122.66,125.11,1335.77,1352.71,1335.99,1352.91,42.14,32.24,473.49,445.73,16.5,88.0
20-08-2026 16:15,6058.8,1203.84,1219.05,1243.86,1259.63,122.66,125.11,1183.11,1198.12,1193.36,1208.44,42.26,32.36,479.67,452.58,17.0,81.98
20-08-2026 16:30,3765.0,671.99,680.55,684.6,693.36,122.66,125.11,640.51,648.57,740.23,749.3,40.96,32.54,362.77,345.61,17.25,66.98
20-08-2026 16:45,1912.2,371.17,376.51,380.42,385.89,122.66,125.11,364.76,369.97,383.95,389.29,37.1,32.0,164.47,163.99,17.25,73.82
20-08-2026 17:00,2025.6,453.69,459.67,463.75,469.87,315.88,321.09,408.79,414.5,376.58,381.9,33.96,31.26,129.48,123.07,17.5,98.04
20-08-2026 17:15,1695.6,340.29,345.06,352.87,357.78,325.61,330.94,323.25,327.86,328.65,333.4,33.4,31.08,124.52,119.14,17.5,85.13
20-08-2026 17:30,1974.21,399.78,405.22,402.07,407.5,384.73,391.0,410.74,416.32,416.13,421.75,32.78,31.01,152.56,145.12,17.75,80.7
20-08-2026 17:45,1711.2,334.85,339.66,343.79,348.68,379.71,385.85,325.77,330.48,346.21,351.19,33.53,31.03,145.77,141.26,17.75,73.43
20-08-2026 18:00,897.6,178.74,182.04,183.74,187.06,208.92,212.54,170.85,174.08,176.77,180.03,32.0,30.8,84.99,80.81,18.0,65.65
20-08-2026 18:15,456.6,93.65,96.53,95.72,98.67,113.69,116.21,88.25,91.09,90.98,93.85,30.22,30.45,42.78,41.34,18.0,65.86
20-08-2026 18:30,150.6,33.96,35.27,34.18,35.5,46.88,48.31,30.3,31.47,31.72,32.95,29.35,30.13,16.16,15.8,18.0,57.3
20-08-2026 18:45,22.5,3.44,3.58,2.9,3.01,10.87,11.24,2.48,2.58,2.75,2.9,28.06,29.82,2.39,2.36,18.0,39.3
20-08-2026 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,29.54,0.09,0.08,18.0,0.0
20-08-2026 19:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,29.37,0.12,0.09,18.0,0.0
20-08-2026 19:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.53,29.12,0.09,0.09,18.0,0.0
20-08-2026 19:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.13,28.83,0.12,0.09,18.0,0.0
20-08-2026 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.19,28.69,0.12,0.09,18.0,0.0
20-08-2026 20:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.48,28.76,0.12,0.09,18.0,0.0
20-08-2026 20:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.68,28.97,0.12,0.09,18.0,0.0
20-08-2026 20:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.59,29.13,0.15,0.09,18.0,0.0
20-08-2026 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.56,28.92,0.13,0.1,18.0,0.0
20-08-2026 21:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,28.63,0.1,0.09,18.0,0.0
20-08-2026 21:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,28.65,0.12,0.09,18.0,0.0
20-08-2026 21:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.38,28.56,0.13,0.09,18.0,0.0
