TimeStamp,Active Power (kW),POA (W/m2),GHI (W/m2),Wind Speed (m/s),Wind Direction (DEG.),AMB TEMP,MOD TEMP,Humidity
2026-08-16 17:00:00,820.5806666666667,173.3732866666667,184.04707333333332,1.0154066666666668,235.15553333333338,27.646666666666665,34.66666666666667,80.30000000000001
2026-08-16 17:15:00,475.8886666666667,105.19015333333333,108.47534,0.5042533333333333,239.66534000000001,27.53333333333334,33.71333333333334,80.93333333333334
2026-08-16 17:30:00,444.9033333333333,100.69435999999999,100.96736666666668,0.40590666666666664,238.9249533333333,27.459999999999997,32.43333333333333,83.06
2026-08-16 17:45:00,397.9993333333333,92.13882,95.91528666666666,1.0391866666666667,246.71301333333338,27.446666666666662,31.680000000000003,84.94
2026-08-16 18:00:00,292.90866666666665,69.79734666666668,72.09976666666668,0.4864,238.9798533333333,27.340000000000007,30.473333333333333,85.63333333333334
2026-08-16 18:15:00,208.348,51.032320000000006,52.65296666666666,0.5168666666666667,214.14822,27.226666666666667,29.586666666666662,86.58
2026-08-16 18:30:00,115.90285714285714,30.421285714285712,32.00405714285714,0.6052142857142858,214.39159285714285,26.992857142857133,28.321428571428566,86.52857142857142
2026-08-16 18:45:00,54.394285714285715,16.418457142857143,17.185699999999997,0.6769571428571428,214.50051428571425,26.75714285714286,27.44285714285714,86.92857142857143
2026-08-16 19:00:00,5.2411111111111115,4.869933333333333,5.126499999999999,0.41492222222222225,215.78676666666672,26.388888888888893,26.07777777777778,88.1
2026-08-16 19:15:00,-10.627777777777776,0.09305555555555552,0.23546666666666669,0.752,223.85326666666663,26.15555555555555,25.388888888888893,88.7
2026-08-16 20:45:00,-6.114999999999999,-0.20970833333333336,-0.05114166666666666,0.41021666666666673,245.4016,25.216666666666665,23.933333333333337,92.8
2026-08-16 21:00:00,-6.126666666666666,-0.34212000000000004,-0.3694066666666667,0.11915333333333335,248.83399999999997,24.95333333333333,23.666666666666664,93.83333333333334
2026-08-16 21:30:00,-6.108,-0.43083,-0.45579000000000003,0.01796,218.94437,24.850000000000005,23.360000000000007,94.33
2026-08-16 21:45:00,-6.232,-0.28204666666666667,-0.1124733333333333,0.09800666666666666,220.62022,24.746666666666666,23.300000000000008,94.66666666666666
2026-08-16 22:00:00,-6.253571428571428,-0.23485,0.0486357142857143,0.31800000000000006,230.87207142857145,24.63571428571429,23.28571428571429,95.12857142857142
2026-08-16 22:15:00,-6.014285714285714,-0.15044285714285713,0.031985714285714284,0.7673714285714286,231.03504285714283,24.514285714285712,23.300000000000004,95.29999999999998
2026-08-16 22:30:00,-6.180909090909091,-0.23594545454545457,-0.0593818181818182,0.8338363636363638,242.0376727272727,24.454545454545453,23.300000000000008,95.23636363636363
